序号,代码,名称,最新价,涨跌额,涨跌幅,今开,最高,最低,昨收,成交量,成交额,更新时间
111,02573,新琪安,15.8,0.7,4.64,15.0,15.88,15.0,15.1,167600.0,2612816.0,2025-06-20 13:55:35
112,01732,象兴国际,0.136,0.006,4.62,0.134,0.138,0.134,0.13,360000.0,48860.0,2025-06-20 13:55:35
113,01812,晨鸣纸业,0.69,0.03,4.55,0.69,0.71,0.66,0.66,2788000.0,1921610.0,2025-06-20 13:55:35
114,01400,满地科技股份,0.023,0.001,4.55,0.022,0.023,0.022,0.022,4330000.0,95380.0,2025-06-20 13:55:35
115,08020,宏海控股集团,0.023,0.001,4.55,0.023,0.023,0.023,0.022,90000.0,2070.0,2025-06-20 13:55:35
116,02176,赛迪顾问,1.39,0.06,4.51,1.34,1.39,1.34,1.33,50000.0,68000.0,2025-06-20 13:55:35
117,01347,华虹半导体,33.65,1.45,4.5,32.5,34.6,32.5,32.2,47035477.0,1588631728.0,2025-06-20 13:55:35
118,01393,恒鼎实业,0.07,0.003,4.48,0.067,0.07,0.067,0.067,192000.0,13048.0,2025-06-20 13:55:35
119,01122,庆铃汽车股份,0.7,0.03,4.48,0.68,0.7,0.68,0.67,578000.0,396780.0,2025-06-20 13:55:35
120,02329,国瑞健康,0.047,0.002,4.44,0.048,0.049,0.045,0.045,537000.0,25059.0,2025-06-20 13:55:35
121,02545,中赣通信,0.355,0.015,4.41,0.36,0.37,0.345,0.34,218000.0,79040.0,2025-06-20 13:55:35
122,06979,珍酒李渡,6.15,0.26,4.41,5.95,6.18,5.95,5.89,8849000.0,53920477.0,2025-06-20 13:55:35
123,03677,正力新能,10.88,0.46,4.41,10.48,10.9,10.4,10.42,687800.0,7352606.0,2025-06-20 13:55:35
124,02777,富力地产,0.95,0.04,4.4,0.91,0.98,0.91,0.91,43597400.0,41553832.0,2025-06-20 13:55:35
125,02628,中国人寿,18.52,0.78,4.4,17.78,18.7,17.68,17.74,72242000.0,1325678416.0,2025-06-20 13:55:35
126,00139,中达集团控股,0.024,0.001,4.35,0.024,0.025,0.023,0.023,149191000.0,3618523.0,2025-06-20 13:55:35
127,01889,三爱健康集团,0.48,0.02,4.35,0.49,0.65,0.48,0.46,1499100.0,822449.0,2025-06-20 13:55:35
128,02112,恩典生命科技,0.073,0.003,4.29,0.07,0.078,0.069,0.07,3244000.0,233364.0,2025-06-20 13:55:35
129,02097,蜜雪集团,515.0,21.2,4.29,493.4,517.5,486.8,493.8,443646.0,224624931.0,2025-06-20 13:55:35
130,02145,上美股份,68.2,2.8,4.28,64.5,69.35,64.5,65.4,759500.0,51739415.0,2025-06-20 13:55:35
131,00028,天安,4.4,0.18,4.27,4.25,4.4,4.24,4.22,41000.0,177350.0,2025-06-20 13:55:35
132,01851,银杏教育,1.47,0.06,4.26,1.41,1.47,1.41,1.41,130000.0,188080.0,2025-06-20 13:55:35
133,01124,沿海家园,0.149,0.006,4.2,0.15,0.15,0.149,0.143,27000.0,3964.0,2025-06-20 13:55:35
134,01588,畅捷通,8.22,0.33,4.18,7.9,8.22,7.9,7.89,282900.0,2277872.0,2025-06-20 13:55:35
135,08017,捷利交易宝,0.75,0.03,4.17,0.73,0.75,0.73,0.72,364000.0,269880.0,2025-06-20 13:55:35
136,02552,华领医药-B,2.82,0.11,4.06,2.8,2.92,2.76,2.71,10011000.0,28335055.0,2025-06-20 13:55:35
137,00150,HYPEBEAST,0.155,0.006,4.03,0.155,0.155,0.154,0.149,11200.0,1733.0,2025-06-20 13:55:35
138,09857,柠萌影视,2.84,0.11,4.03,2.71,2.85,2.71,2.73,11500.0,32948.0,2025-06-20 13:55:35
139,00086,新鸿基公司,3.12,0.12,4.0,3.05,3.17,3.05,3.0,2104622.0,6555405.0,2025-06-20 13:55:35
140,00606,中骏商管,0.26,0.01,4.0,0.26,0.26,0.26,0.25,20000.0,5200.0,2025-06-20 13:55:35
141,01339,中国人民保险集团,5.75,0.22,3.98,5.5,5.79,5.5,5.53,47771973.0,271046336.0,2025-06-20 13:55:35
142,08269,富誉控股,0.131,0.005,3.97,0.129,0.131,0.129,0.126,4470000.0,578250.0,2025-06-20 13:55:35
143,01336,新华保险,39.4,1.5,3.96,37.6,39.85,37.5,37.9,17053300.0,666104176.0,2025-06-20 13:55:35
144,00370,港仔机器人,1.58,0.06,3.95,1.58,1.68,1.54,1.52,2279000.0,3694280.0,2025-06-20 13:55:35
145,08603,亮晴控股,1.32,0.05,3.94,1.25,1.32,1.25,1.27,120000.0,155000.0,2025-06-20 13:55:35
146,00200,新濠国际发展,3.17,0.12,3.93,3.05,3.2,3.05,3.05,9293901.0,29140443.0,2025-06-20 13:55:35
147,03813,宝胜国际,0.53,0.02,3.92,0.51,0.54,0.51,0.51,1398000.0,737800.0,2025-06-20 13:55:35
148,01355,朸浚国际,0.106,0.004,3.92,0.106,0.106,0.103,0.102,660000.0,69900.0,2025-06-20 13:55:35
149,01988,民生银行,4.59,0.17,3.85,4.41,4.62,4.41,4.42,30599409.0,139489788.0,2025-06-20 13:55:35
150,01555,MI能源,0.054,0.002,3.85,0.054,0.07,0.053,0.052,174445000.0,11011630.0,2025-06-20 13:55:35
151,08491,COOL LINK,0.54,0.02,3.85,0.52,0.54,0.52,0.52,30000.0,15700.0,2025-06-20 13:55:35
152,02666,环球医疗,5.43,0.2,3.82,5.24,5.51,5.23,5.23,11631500.0,63180447.0,2025-06-20 13:55:35
153,02399,中国安储能源,0.246,0.009,3.8,0.235,0.26,0.231,0.237,1360000.0,332534.0,2025-06-20 13:55:35
154,06196,郑州银行,1.1,0.04,3.77,1.07,1.11,1.06,1.06,28582007.0,31089226.0,2025-06-20 13:55:35
155,01870,益美国际控股,0.22,0.008,3.77,0.212,0.223,0.2,0.212,867500.0,186135.0,2025-06-20 13:55:35
156,02799,中信金融资产,1.1,0.04,3.77,1.06,1.1,1.04,1.06,59334000.0,63810531.0,2025-06-20 13:55:35
157,00655,香港华人有限公司,0.275,0.01,3.77,0.265,0.275,0.265,0.265,814000.0,216940.0,2025-06-20 13:55:35
158,06610,飞天云动,0.275,0.01,3.77,0.265,0.28,0.255,0.265,6226000.0,1682105.0,2025-06-20 13:55:35
159,00588,北京北辰实业股份,0.83,0.03,3.75,0.8,0.83,0.78,0.8,12218000.0,9881080.0,2025-06-20 13:55:35
160,01133,哈尔滨电气,6.09,0.22,3.75,5.87,6.09,5.87,5.87,2798000.0,16796268.0,2025-06-20 13:55:35
161,00591,中国高精密,0.25,0.009,3.73,0.245,0.255,0.245,0.241,7558000.0,1896834.0,2025-06-20 13:55:35
162,06198,青岛港,6.67,0.24,3.73,6.48,6.7,6.43,6.43,2760000.0,18272398.0,2025-06-20 13:55:35
163,08140,人和科技,0.139,0.005,3.73,0.134,0.139,0.134,0.134,140000.0,19220.0,2025-06-20 13:55:35
164,00116,周生生,8.64,0.31,3.72,8.47,8.71,8.46,8.33,574000.0,4937880.0,2025-06-20 13:55:35
165,02882,金至尊集团,0.56,0.02,3.7,0.56,0.56,0.56,0.54,5420.0,3014.0,2025-06-20 13:55:35
166,06808,高鑫零售,2.52,0.09,3.7,2.43,2.53,2.43,2.43,3310000.0,8274770.0,2025-06-20 13:55:35
167,03700,映宇宙,1.13,0.04,3.67,1.09,1.13,1.09,1.09,632000.0,702711.0,2025-06-20 13:55:35
168,00487,实德环球,0.114,0.004,3.64,0.111,0.122,0.11,0.11,924000.0,105096.0,2025-06-20 13:55:35
169,06869,长飞光纤光缆,18.2,0.64,3.64,17.8,18.4,17.46,17.56,13999646.0,250760775.0,2025-06-20 13:55:35
170,00097,恒基发展,0.143,0.005,3.62,0.138,0.143,0.138,0.138,610000.0,86775.0,2025-06-20 13:55:35
171,01967,信恳智能,0.43,0.015,3.61,0.4,0.43,0.395,0.415,396800.0,161734.0,2025-06-20 13:55:35
172,03893,易纬集团,0.144,0.005,3.6,0.144,0.144,0.144,0.139,38000.0,5444.0,2025-06-20 13:55:35
173,08431,浩柏国际,0.202,0.007,3.59,0.196,0.202,0.196,0.195,80000.0,15920.0,2025-06-20 13:55:35
174,08500,天泓文创,0.58,0.02,3.57,0.56,0.59,0.56,0.56,1300000.0,748200.0,2025-06-20 13:55:35
175,01898,中煤能源,8.99,0.31,3.57,8.69,9.1,8.68,8.68,22332000.0,199920999.0,2025-06-20 13:55:35
176,06882,东瀛游,0.58,0.02,3.57,0.58,0.59,0.58,0.56,112000.0,65800.0,2025-06-20 13:55:35
177,02738,华津国际控股,0.29,0.01,3.57,0.28,0.355,0.28,0.28,166000.0,50890.0,2025-06-20 13:55:35
178,00587,海螺环保,0.58,0.02,3.57,0.57,0.58,0.57,0.56,2319000.0,1340685.0,2025-06-20 13:55:35
179,00686,北京能源国际,1.18,0.04,3.51,1.2,1.2,1.18,1.14,264000.0,312920.0,2025-06-20 13:55:35
180,06682,第四范式,48.85,1.65,3.5,47.95,49.7,47.3,47.2,4653900.0,226580225.0,2025-06-20 13:55:35
181,01842,植华集团,0.06,0.002,3.45,0.058,0.06,0.058,0.058,24000.0,1432.0,2025-06-20 13:55:35
182,01284,新传企划,0.3,0.01,3.45,0.295,0.32,0.295,0.29,115000.0,36575.0,2025-06-20 13:55:35
183,01628,禹洲集团,0.06,0.002,3.45,0.059,0.06,0.056,0.058,924985.0,54493.0,2025-06-20 13:55:35
184,01756,中国科教产业,0.6,0.02,3.45,0.59,0.6,0.59,0.58,1638000.0,970300.0,2025-06-20 13:55:35
185,08379,懒猪科技,0.12,0.004,3.45,0.119,0.12,0.119,0.116,180000.0,21420.0,2025-06-20 13:55:35
186,00867,康哲药业,11.58,0.38,3.39,11.12,11.68,11.1,11.2,9689000.0,111478950.0,2025-06-20 13:55:35
187,00798,中电光谷,0.215,0.007,3.37,0.209,0.221,0.208,0.208,5960000.0,1268988.0,2025-06-20 13:55:35
188,02270,德商产投服务,1.55,0.05,3.33,1.55,1.57,1.55,1.5,4000.0,6240.0,2025-06-20 13:55:35
189,01200,美联集团,1.24,0.04,3.33,1.2,1.25,1.18,1.2,421000.0,516380.0,2025-06-20 13:55:35
190,03321,伟鸿集团控股,0.062,0.002,3.33,0.062,0.062,0.062,0.06,27000000.0,1674000.0,2025-06-20 13:55:35
191,00334,华显光电,0.218,0.007,3.32,0.217,0.22,0.217,0.211,280000.0,61288.0,2025-06-20 13:55:35
192,00576,浙江沪杭甬,7.22,0.23,3.29,6.96,7.26,6.96,6.99,7599051.0,54557724.0,2025-06-20 13:55:35
193,02282,美高梅中国,11.36,0.36,3.27,11.08,11.38,11.04,11.0,3005690.0,33891779.0,2025-06-20 13:55:35
194,02569,舒宝国际,1.59,0.05,3.25,1.55,1.66,1.55,1.54,9488000.0,15295860.0,2025-06-20 13:55:35
195,03836,和谐汽车,0.64,0.02,3.23,0.62,0.64,0.61,0.62,27000.0,17070.0,2025-06-20 13:55:35
196,01199,中远海运港口,5.11,0.16,3.23,4.91,5.3,4.91,4.95,15182292.0,78326424.0,2025-06-20 13:55:35
197,00498,蓝河控股,0.097,0.003,3.19,0.099,0.1,0.097,0.094,50000.0,4990.0,2025-06-20 13:55:35
198,00080,中国新经济投资,0.065,0.002,3.17,0.064,0.065,0.062,0.063,210000.0,13210.0,2025-06-20 13:55:35
199,03822,三和建筑集团,0.65,0.02,3.17,0.63,0.65,0.63,0.63,0.0,,2025-06-20 13:55:35
200,01833,平安好医生,7.82,0.24,3.17,7.61,7.86,7.6,7.58,7333275.0,56912475.0,2025-06-20 13:55:35
201,08315,新都酒店,0.13,0.004,3.17,0.101,0.13,0.101,0.126,30000.0,3600.0,2025-06-20 13:55:35
202,02411,百果园集团,1.96,0.06,3.16,1.9,2.09,1.9,1.9,4627000.0,9297870.0,2025-06-20 13:55:35
203,00095,绿景中国地产,0.229,0.007,3.15,0.237,0.237,0.223,0.222,88000.0,20096.0,2025-06-20 13:55:35
204,02276,康耐特光学,36.9,1.125,3.14,35.9,37.15,35.9,35.775,1199500.0,43996063.0,2025-06-20 13:55:35
205,02281,兴泸水务,0.66,0.02,3.13,0.66,0.66,0.66,0.64,10000.0,6600.0,2025-06-20 13:55:35
206,02885,彼岸控股,0.66,0.02,3.13,0.66,0.66,0.66,0.64,6000.0,3960.0,2025-06-20 13:55:35
207,00234,新世纪集团,0.033,0.001,3.13,0.033,0.038,0.033,0.032,2616000.0,90192.0,2025-06-20 13:55:35
208,03919,金力集团,0.99,0.03,3.13,0.96,0.99,0.96,0.96,0.0,,2025-06-20 13:55:35
209,00403,星光集团,0.198,0.006,3.13,0.191,0.205,0.191,0.192,276000.0,53756.0,2025-06-20 13:55:35
210,01973,天图投资,3.29,0.1,3.13,3.49,3.49,3.29,3.19,800.0,2792.0,2025-06-20 13:55:35
211,06908,宏光半导体,0.5,0.015,3.09,0.485,0.52,0.485,0.485,1105000.0,566425.0,2025-06-20 13:55:35
212,01114,华晨中国,3.0,0.09,3.09,2.91,3.01,2.91,2.91,9068336.0,26794531.0,2025-06-20 13:55:35
213,03189,易方达白酒,1.474,0.044,3.08,1.464,1.478,1.46,1.43,269300.0,396467.0,2025-06-20 13:55:35
214,01538,中奥到家,0.335,0.01,3.08,0.335,0.335,0.335,0.325,136000.0,45560.0,2025-06-20 13:55:35
215,00794,锦胜集团(控股),0.168,0.005,3.07,0.165,0.168,0.165,0.163,14000.0,2314.0,2025-06-20 13:55:35
216,03808,中国重汽,21.95,0.65,3.05,21.25,22.25,21.25,21.3,2317500.0,50861650.0,2025-06-20 13:55:35
217,08003,世大控股,0.169,0.005,3.05,0.174,0.174,0.169,0.164,6000.0,1044.0,2025-06-20 13:55:35
218,01138,中远海能,7.15,0.21,3.03,6.94,7.17,6.81,6.94,24628000.0,173530256.0,2025-06-20 13:55:35
219,01616,一元宇宙,0.034,0.001,3.03,0.033,0.036,0.032,0.033,322000.0,10646.0,2025-06-20 13:55:35
220,02382,舜宇光学科技,64.55,1.9,3.03,64.0,67.5,63.4,62.65,12747958.0,834400896.0,2025-06-20 13:55:35
221,08066,品创控股,0.34,0.01,3.03,0.345,0.355,0.325,0.33,255000.0,82950.0,2025-06-20 13:55:35
222,01980,天鸽互动,0.69,0.02,2.99,0.67,0.7,0.67,0.67,578000.0,395750.0,2025-06-20 13:55:35
223,01065,天津创业环保股份,4.15,0.12,2.98,4.13,4.2,4.08,4.03,916000.0,3795240.0,2025-06-20 13:55:35
224,00301,三和精化,1.39,0.04,2.96,1.4,1.4,1.38,1.35,144400.0,201888.0,2025-06-20 13:55:35
225,09766,南方两倍做多特斯拉-U,13.56,0.39,2.96,13.56,13.56,13.56,13.17,1460.0,19797.0,2025-06-20 13:55:35
226,03718,北控城市资源,0.35,0.01,2.94,0.345,0.35,0.34,0.34,104000.0,36300.0,2025-06-20 13:55:35
227,03618,重庆农村商业银行,6.67,0.19,2.93,6.48,6.69,6.43,6.48,6326001.0,41714246.0,2025-06-20 13:55:35
228,02858,易鑫集团,2.12,0.06,2.91,2.06,2.14,2.06,2.06,13648500.0,28814330.0,2025-06-20 13:55:35
229,01348,滉达富控股,0.071,0.002,2.9,0.071,0.071,0.071,0.069,198000.0,14058.0,2025-06-20 13:55:35
230,01643,现代中药集团,0.355,0.01,2.9,0.345,0.355,0.345,0.345,21000.0,7395.0,2025-06-20 13:55:35
231,00926,碧生源,2.49,0.07,2.89,2.5,2.5,2.49,2.42,42000.0,104600.0,2025-06-20 13:55:35
232,01073,大禹金融,0.107,0.003,2.88,0.107,0.107,0.107,0.104,100000.0,10700.0,2025-06-20 13:55:35
233,02605,METALIGHT,6.45,0.18,2.87,6.26,6.52,6.26,6.27,409200.0,2626504.0,2025-06-20 13:55:35
234,02255,海昌海洋公园,0.72,0.02,2.86,0.7,0.73,0.7,0.7,27118000.0,19417380.0,2025-06-20 13:55:35
235,02683,华新手袋国际控股,0.72,0.02,2.86,0.7,0.73,0.7,0.7,754000.0,545940.0,2025-06-20 13:55:35
236,08112,基石金融,0.144,0.004,2.86,0.158,0.158,0.127,0.14,408000.0,59688.0,2025-06-20 13:55:35
237,01880,中国中免,53.9,1.5,2.86,52.7,55.5,52.15,52.4,4654625.0,253752395.0,2025-06-20 13:55:35
238,00579,京能清洁能源,2.53,0.07,2.85,2.46,2.55,2.46,2.46,4829000.0,12181990.0,2025-06-20 13:55:35
239,02600,中国铝业,5.09,0.14,2.83,4.93,5.09,4.92,4.95,13982000.0,70301828.0,2025-06-20 13:55:35
240,01398,工商银行,6.2,0.17,2.82,6.02,6.24,6.02,6.03,197142391.0,1216353824.0,2025-06-20 13:55:35
241,01271,佳明集团控股,2.19,0.06,2.82,2.24,2.25,2.14,2.13,18000.0,39950.0,2025-06-20 13:55:35
242,03660,奇富科技-S,164.8,4.5,2.81,162.8,164.8,150.7,160.3,3850.0,622385.0,2025-06-20 13:55:35
243,01672,歌礼制药-B,9.17,0.25,2.8,8.91,9.27,8.8,8.92,1900000.0,17270557.0,2025-06-20 13:55:35
244,01855,中庆股份,7.03,0.19,2.78,6.86,7.19,6.85,6.84,1781000.0,12567240.0,2025-06-20 13:55:35
245,06822,科劲国际,0.37,0.01,2.78,0.375,0.375,0.37,0.36,40000.0,14900.0,2025-06-20 13:55:35
246,08401,源想集团,0.074,0.002,2.78,0.073,0.074,0.073,0.072,138000.0,10172.0,2025-06-20 13:55:35
247,00966,中国太平,14.12,0.38,2.77,13.74,14.38,13.66,13.74,5199400.0,73227722.0,2025-06-20 13:55:35
248,00568,山东墨龙,5.58,0.15,2.76,5.53,5.89,5.36,5.43,267022800.0,1501004656.0,2025-06-20 13:55:35
249,01943,金石控股集团,0.375,0.01,2.74,0.375,0.375,0.365,0.365,375000.0,138300.0,2025-06-20 13:55:35
250,82318,中国平安-R,43.25,1.15,2.73,42.1,43.6,42.0,42.1,113500.0,4888775.0,2025-06-20 13:55:35
251,01226,中国投融资,1.13,0.03,2.73,1.13,1.14,1.1,1.1,330000.0,370700.0,2025-06-20 13:55:35
252,02003,维信金科,3.78,0.1,2.72,3.67,3.79,3.57,3.68,11600.0,43506.0,2025-06-20 13:55:35
253,01508,中国再保险,1.15,0.03,2.68,1.12,1.16,1.11,1.12,15382000.0,17525305.0,2025-06-20 13:55:35
254,00939,建设银行,7.68,0.2,2.67,7.48,7.71,7.46,7.48,182397006.0,1389484928.0,2025-06-20 13:55:35
255,01848,中国飞机租赁,3.86,0.1,2.66,3.82,3.86,3.8,3.76,254500.0,970800.0,2025-06-20 13:55:35
256,01963,重庆银行,8.5,0.22,2.66,8.3,8.54,8.24,8.28,1747233.0,14717224.0,2025-06-20 13:55:35
257,00144,招商局港口,14.78,0.38,2.64,14.5,14.8,14.34,14.4,1877062.0,27333729.0,2025-06-20 13:55:35
258,09881,容大科技,12.44,0.32,2.64,12.12,12.9,12.12,12.12,93500.0,1165290.0,2025-06-20 13:55:35
259,00604,深圳控股,0.78,0.02,2.63,0.76,0.79,0.76,0.76,4427206.0,3442720.0,2025-06-20 13:55:35
260,00347,鞍钢股份,1.56,0.04,2.63,1.53,1.65,1.53,1.52,7609200.0,12127148.0,2025-06-20 13:55:35
261,01637,顺兴集团控股,0.157,0.004,2.61,0.169,0.169,0.152,0.153,40000.0,6420.0,2025-06-20 13:55:35
262,01330,绿色动力环保,5.12,0.13,2.61,5.0,5.16,4.97,4.99,2404000.0,12253540.0,2025-06-20 13:55:35
263,02318,中国平安,47.2,1.2,2.61,46.0,47.7,45.85,46.0,34432649.0,1618619744.0,2025-06-20 13:55:35
264,02618,京东物流,11.84,0.3,2.6,11.58,12.04,11.58,11.54,6315700.0,75087106.0,2025-06-20 13:55:35
265,09936,稀美资源,3.95,0.1,2.6,3.9,4.01,3.89,3.85,302500.0,1189400.0,2025-06-20 13:55:35
266,00842,理士国际,2.38,0.06,2.59,2.34,2.38,2.34,2.32,765000.0,1807150.0,2025-06-20 13:55:35
267,01378,中国宏桥,16.04,0.4,2.56,15.7,16.08,15.58,15.64,11942029.0,189617693.0,2025-06-20 13:55:35
268,06666,恒大物业,0.8,0.02,2.56,0.78,0.8,0.78,0.78,5337000.0,4222985.0,2025-06-20 13:55:35
269,08418,傲迪玛汽车,0.4,0.01,2.56,0.375,0.4,0.375,0.39,118000.0,45860.0,2025-06-20 13:55:35
270,07766,南方两倍做多特斯拉,106.65,2.65,2.55,106.15,107.0,106.15,104.0,12390.0,1321604.0,2025-06-20 13:55:35
271,02616,基石药业-B,4.04,0.1,2.54,4.04,4.17,3.96,3.94,4993000.0,20393522.0,2025-06-20 13:55:35
