序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,更新时间
4599,002364,中恒电气,14.42,-1.97,-0.29,185998.0,268492739.0,4.01,14.79,14.2,14.67,14.71,1.23,3.33,100.12,3.39,8126606723.0,8047856219.0,0.0,0.0,-7.56,33.64,2025-06-20 13:55:29
4600,688259,创耀科技,37.79,-1.97,-0.76,13534.0,51630777.0,3.04,38.89,37.72,38.22,38.55,1.16,1.21,89.47,2.77,4221143000.0,4221143000.0,-0.16,-0.21,-19.72,8.09,2025-06-20 13:55:29
4601,688218,江苏北人,20.31,-1.98,-0.41,20395.0,41727918.0,3.62,20.95,20.2,20.73,20.72,1.11,1.72,-31.7,2.66,2408801035.0,2408801035.0,-0.15,0.05,-16.63,-1.02,2025-06-20 13:55:29
4602,301361,众智科技,28.28,-1.98,-0.57,8692.0,24748936.0,3.57,29.14,28.11,28.81,28.85,0.81,2.99,43.2,2.82,3289982080.0,822495520.0,-0.04,-0.11,-23.15,-4.49,2025-06-20 13:55:29
4603,601949,中国出版,6.42,-1.98,-0.13,60214.0,38884881.0,2.14,6.55,6.41,6.53,6.55,0.93,0.32,-106.71,1.28,12223474907.0,12223474907.0,-0.16,0.0,-3.75,-10.58,2025-06-20 13:55:29
4604,605318,法狮龙,28.2,-1.98,-0.57,11646.0,33264578.0,3.06,29.01,28.13,28.64,28.77,0.7,0.93,-111.34,5.55,3545558590.0,3545558590.0,-0.32,-0.21,-1.16,38.92,2025-06-20 13:55:29
4605,301219,腾远钴业,47.68,-1.99,-0.97,40329.0,193942986.29,2.98,49.03,47.58,48.14,48.65,0.8,2.35,28.45,1.6,14052115238.0,8197590264.0,0.13,-0.13,-14.11,6.64,2025-06-20 13:55:29
4606,301302,华如科技,23.65,-1.99,-0.48,44853.0,107252116.64,3.4,24.44,23.62,23.62,24.13,0.45,5.32,-23.16,2.2,3686207250.0,1992276000.0,-0.04,-0.38,-5.13,-1.66,2025-06-20 13:55:29
4607,688068,热景生物,132.58,-1.99,-2.69,18466.0,248014237.0,4.96,138.6,131.89,136.65,135.27,0.81,1.99,-127.99,4.11,12291218685.0,12291218685.0,-0.09,-0.11,45.17,114.39,2025-06-20 13:55:29
4608,688195,腾景科技,42.82,-1.99,-0.87,30807.0,133198204.0,4.85,44.64,42.52,44.01,43.69,0.98,2.38,106.24,6.03,5538767000.0,5538767000.0,0.26,0.16,1.09,6.76,2025-06-20 13:55:29
4609,872190,雷神科技,31.45,-1.99,-0.64,21913.0,70227422.91,5.52,33.06,31.29,32.48,32.09,0.61,2.22,82.82,3.7,3145000031.0,3103330354.0,0.13,-0.16,-9.76,8.45,2025-06-20 13:55:29
4610,301080,百普赛斯,53.26,-1.99,-1.08,9702.0,52225367.0,2.61,54.63,53.21,54.24,54.34,0.53,1.07,39.38,2.44,6391200000.0,4824619840.0,0.04,-0.11,-1.48,21.49,2025-06-20 13:55:29
4611,688036,传音控股,76.72,-1.99,-1.56,27235.0,210798837.0,3.1,79.09,76.66,78.28,78.28,0.53,0.24,44.63,4.59,87487696114.0,87487696114.0,0.04,-0.13,-16.42,-17.95,2025-06-20 13:55:29
4612,603091,众鑫股份,58.22,-2.0,-1.19,13500.0,79717218.0,3.97,60.36,58.0,59.95,59.41,0.68,6.6,20.61,2.87,5952342528.0,1190468587.0,0.03,0.03,31.27,24.43,2025-06-20 13:55:29
4613,300242,佳云科技,4.41,-2.0,-0.09,164211.0,72650270.5,3.78,4.53,4.36,4.5,4.5,0.48,2.61,-53.64,9.85,2798388538.0,2776432903.0,-0.23,-0.45,-12.85,8.35,2025-06-20 13:55:29
4614,600446,金证股份,16.18,-2.0,-0.33,211749.0,340861884.0,3.21,16.42,15.89,16.3,16.51,0.57,2.24,-40.21,4.31,15310729581.0,15310729581.0,0.06,0.06,-9.0,-6.15,2025-06-20 13:55:29
4615,300523,辰安科技,22.59,-2.0,-0.46,29410.0,66317497.13,2.56,22.9,22.31,22.9,23.05,0.52,1.27,-38.76,4.52,5255284242.0,5248977611.0,0.0,0.0,0.62,14.15,2025-06-20 13:55:29
4616,600531,豫光金铅,7.35,-2.0,-0.15,182735.0,135582035.0,2.53,7.53,7.34,7.5,7.5,0.68,1.68,8.76,1.41,8013381012.0,8013381012.0,-0.14,-0.14,-2.13,14.49,2025-06-20 13:55:29
4617,688450,光格科技,24.56,-2.0,-0.5,4441.0,11010431.0,4.63,25.44,24.28,25.06,25.06,0.77,0.92,-29.48,1.62,1620960000.0,1183232892.0,-0.08,-0.08,-5.14,13.81,2025-06-20 13:55:29
4618,688215,瑞晟智能,34.24,-2.0,-0.7,3903.0,13458485.0,5.09,35.88,34.1,35.88,34.94,0.69,0.75,223.11,3.83,1782260480.0,1782260480.0,-0.06,0.03,30.54,69.84,2025-06-20 13:55:29
4619,300899,*ST凯鑫,21.52,-2.0,-0.44,3818.0,8271381.0,3.28,22.15,21.43,21.93,21.96,0.99,0.93,18.47,2.1,1372620188.0,880944140.0,0.0,-0.6,-7.64,3.76,2025-06-20 13:55:29
4620,301363,美好医疗,16.7,-2.0,-0.34,32487.0,54644052.0,2.46,17.1,16.68,16.94,17.04,0.91,2.08,45.78,2.73,9500148706.0,2609431914.0,0.0,-0.06,-16.87,-27.71,2025-06-20 13:55:29
4621,300975,商络电子,11.26,-2.0,-0.23,114701.0,131123086.0,3.83,11.67,11.23,11.48,11.49,0.75,2.44,52.78,3.54,7735683101.0,5282722616.0,-0.27,-0.44,-2.6,0.18,2025-06-20 13:55:29
4622,605123,派克新材,63.86,-2.0,-1.3,30170.0,193510153.0,3.44,65.6,63.36,65.1,65.16,0.8,2.49,25.25,1.74,7737973163.0,7737973163.0,-0.03,-0.17,3.79,19.36,2025-06-20 13:55:29
4623,300957,贝泰妮,42.87,-2.01,-0.88,30944.0,134229808.0,2.7,43.95,42.77,43.76,43.75,0.77,0.73,160.19,3.12,18159732000.0,18159732000.0,0.0,0.09,-4.54,1.85,2025-06-20 13:55:29
4624,688004,博汇科技,18.03,-2.01,-0.37,8133.0,14803470.0,3.32,18.59,17.98,18.44,18.4,0.73,1.02,-81.89,2.38,1443986640.0,1443986640.0,-0.11,-0.11,6.75,19.09,2025-06-20 13:55:29
4625,002520,日发精机,5.86,-2.01,-0.12,274164.0,160653441.5,4.18,5.98,5.73,5.88,5.98,1.71,3.82,-22.85,9.42,4396436702.0,4204199402.0,-0.17,-0.34,-26.2,1.91,2025-06-20 13:55:29
4626,000889,中嘉博创,3.42,-2.01,-0.07,283360.0,96455100.8,4.58,3.49,3.33,3.49,3.49,0.64,3.26,-141.88,33.82,3202115617.0,2974885892.0,0.0,0.0,29.55,32.05,2025-06-20 13:55:29
4627,300541,先进数通,14.08,-2.02,-0.29,325452.0,453808979.92,6.54,14.45,13.51,14.33,14.37,0.85,8.42,51.18,3.64,6055026447.0,5443025069.0,0.21,0.28,-11.67,3.91,2025-06-20 13:55:29
4628,688611,杭州柯林,31.5,-2.02,-0.65,9854.0,31093614.0,4.29,32.53,31.15,32.53,32.15,1.07,0.64,256.97,5.53,4831772400.0,4831772400.0,-0.06,-0.06,-9.25,32.69,2025-06-20 13:55:29
4629,300938,信测标准,18.92,-2.02,-0.39,31285.0,59625984.7,3.16,19.47,18.86,19.4,19.31,0.95,2.06,29.16,3.08,4332456347.0,2874035940.0,0.0,0.11,-29.67,4.19,2025-06-20 13:55:29
4630,601136,首创证券,18.88,-2.02,-0.39,170173.0,323703575.0,2.85,19.41,18.86,19.3,19.27,1.11,3.53,85.41,3.87,51605342144.0,9090414144.0,0.0,-0.05,-14.42,-14.18,2025-06-20 13:55:29
4631,603843,*ST正平,3.4,-2.02,-0.07,322279.0,109829818.0,4.61,3.49,3.33,3.41,3.47,0.98,4.61,40.81,6.22,2378719006.0,2378719006.0,0.0,0.0,-10.76,-5.82,2025-06-20 13:55:29
4632,002378,章源钨业,7.75,-2.02,-0.16,164055.0,128417211.2,2.78,7.95,7.73,7.88,7.91,0.74,1.37,54.68,4.46,9310986912.0,9261944276.0,0.0,0.0,12.48,21.09,2025-06-20 13:55:29
4633,300638,广和通,25.18,-2.02,-0.52,166623.0,425013422.05,4.16,26.19,25.12,25.51,25.7,1.07,3.13,40.91,5.17,19274120188.0,13419090529.0,0.04,-0.04,-23.11,24.96,2025-06-20 13:55:29
4634,300449,汉邦高科,7.76,-2.02,-0.16,69336.0,53700527.0,4.8,7.98,7.6,7.98,7.92,1.01,2.34,-88.87,8.42,2995639275.0,2299530904.0,0.13,-0.39,-36.76,-1.15,2025-06-20 13:55:29
4635,300418,昆仑万维,31.81,-2.03,-0.66,192151.0,616543256.77,3.3,32.82,31.75,32.79,32.47,0.7,1.53,-12.98,2.87,39932904675.0,39905349262.0,0.0,0.0,-12.47,-17.33,2025-06-20 13:55:29
4636,831010,XD凯添燃,16.44,-2.03,-0.34,203686.0,338959728.24,9.36,17.55,15.98,16.37,16.78,1.06,11.73,108.52,5.76,3855180000.0,2855103613.0,-1.26,-1.56,13.38,87.67,2025-06-20 13:55:29
4637,002103,广博股份,10.12,-2.03,-0.21,184001.0,187176525.4,2.23,10.31,10.08,10.21,10.33,0.44,4.88,45.19,5.01,5406842284.0,3816000903.0,0.0,0.1,2.85,7.09,2025-06-20 13:55:29
4638,300075,数字政通,16.33,-2.04,-0.34,99855.0,163965634.98,3.42,16.77,16.2,16.61,16.67,0.75,1.94,367.27,2.87,10143055480.0,8400000556.0,0.0,-0.06,-12.58,-5.61,2025-06-20 13:55:29
4639,300511,雪榕生物,7.22,-2.04,-0.15,423892.0,314446397.21,6.51,7.68,7.2,7.45,7.37,0.93,8.72,141.34,3.1,4094600805.0,3511318130.0,0.14,0.0,47.65,108.07,2025-06-20 13:55:29
4640,002316,ST亚联,4.79,-2.04,-0.1,138290.0,66566089.11,5.52,4.97,4.7,4.87,4.89,0.8,4.06,137.84,25.51,1883044800.0,1632180525.0,0.0,0.0,32.69,47.38,2025-06-20 13:55:29
4641,301456,盘古智能,23.07,-2.04,-0.48,13442.0,31282741.0,3.4,23.83,23.03,23.56,23.55,0.99,2.22,66.37,1.62,3470830861.0,1395736569.0,0.17,0.04,-18.1,3.04,2025-06-20 13:55:29
4642,300703,创源股份,21.13,-2.04,-0.44,99576.0,211299711.16,2.92,21.64,21.01,21.47,21.57,0.43,5.87,46.47,4.33,3811679579.0,3584949249.0,0.05,-0.05,45.12,49.65,2025-06-20 13:55:29
4643,300550,和仁科技,12.97,-2.04,-0.27,26313.0,34278475.64,4.0,13.36,12.83,13.18,13.24,0.57,1.0,-221.47,3.08,3405405029.0,3402243202.0,-0.08,0.0,-6.01,-14.39,2025-06-20 13:55:29
4644,002434,万里扬,6.71,-2.04,-0.14,108831.0,73622786.36,2.77,6.89,6.7,6.83,6.85,1.3,0.83,20.43,1.54,8807546000.0,8799098446.0,0.0,-0.15,-22.25,10.0,2025-06-20 13:55:29
4645,603606,东方电缆,48.79,-2.05,-1.02,25330.0,124591781.0,2.61,49.99,48.69,49.59,49.81,0.57,0.37,29.86,4.8,33553632805.0,33553632805.0,-0.02,0.0,-3.08,-6.35,2025-06-20 13:55:29
4646,605136,丽人丽妆,10.5,-2.05,-0.22,131411.0,138257867.0,2.99,10.72,10.4,10.62,10.72,0.54,3.28,-57.37,1.71,4204814250.0,4204814250.0,0.0,0.1,38.34,21.67,2025-06-20 13:55:29
4647,301190,善水科技,23.87,-2.05,-0.5,37944.0,90955831.0,3.86,24.55,23.61,24.4,24.37,0.47,5.34,76.35,2.67,5123373255.0,1695889503.0,0.0,-0.04,22.54,51.17,2025-06-20 13:55:29
4648,601126,四方股份,15.77,-2.05,-0.33,69420.0,110647088.0,3.04,16.19,15.7,16.18,16.1,1.46,0.85,13.6,3.11,13140636360.0,12913322849.0,-0.06,-0.13,-7.67,-2.89,2025-06-20 13:55:29
4649,301186,超达装备,42.39,-2.06,-0.89,4826.0,20783421.14,3.6,43.86,42.3,43.28,43.28,0.87,0.65,33.97,2.29,3387003051.0,3166138688.0,0.05,-0.09,1.46,6.27,2025-06-20 13:55:29
4650,600735,新华锦,8.08,-2.06,-0.17,195539.0,157839113.0,6.3,8.38,7.86,8.2,8.25,1.03,4.6,137.49,2.86,3464528010.0,3437650762.0,0.25,-0.12,36.72,77.19,2025-06-20 13:55:29
4651,000681,视觉中国,19.02,-2.06,-0.4,114289.0,218911886.27,2.57,19.5,19.0,19.38,19.42,0.68,1.69,186.97,3.71,13324982833.0,12859303943.0,0.0,0.0,-13.94,-8.65,2025-06-20 13:55:29
4652,300177,中海达,10.48,-2.06,-0.22,259216.0,271889320.0,3.55,10.7,10.32,10.6,10.7,0.72,4.28,-78.96,5.1,7798891812.0,6354058070.0,-0.19,-0.38,-18.13,-3.94,2025-06-20 13:55:29
4653,601595,上海电影,28.07,-2.06,-0.59,50613.0,142444082.0,3.87,28.85,27.74,28.69,28.66,0.84,1.13,48.19,7.38,12580974000.0,12580974000.0,0.0,0.0,-3.84,13.64,2025-06-20 13:55:29
4654,600130,*ST波导,3.33,-2.06,-0.07,168673.0,56263996.0,4.41,3.42,3.27,3.38,3.4,1.22,2.25,300.55,2.59,2497500000.0,2497500000.0,0.3,0.0,-7.24,-29.45,2025-06-20 13:55:29
4655,002747,埃斯顿,18.89,-2.07,-0.4,115543.0,219463889.0,3.11,19.39,18.79,19.26,19.29,1.15,1.48,324.19,8.94,16377978577.0,14779633340.0,-0.05,-0.05,-18.44,2.11,2025-06-20 13:55:29
4656,832110,雷特科技,38.4,-2.07,-0.81,7110.0,27413338.31,2.7,39.28,38.22,38.64,39.21,0.92,4.38,35.38,4.47,1497600000.0,623577600.0,0.0,-0.72,4.21,21.14,2025-06-20 13:55:29
4657,688095,福昕软件,63.44,-2.07,-1.34,4802.0,30765049.0,2.95,65.25,63.34,64.3,64.78,0.61,0.53,-248.62,2.3,5800923403.0,5800923403.0,-0.05,-0.06,-0.13,-5.13,2025-06-20 13:55:29
4658,601177,杭齿前进,16.12,-2.07,-0.34,82113.0,133269418.0,3.65,16.6,16.0,16.55,16.46,1.02,2.05,30.65,2.46,6576557000.0,6448967200.0,-0.12,-0.19,-18.01,94.69,2025-06-20 13:55:29
4659,603507,振江股份,23.6,-2.07,-0.5,47249.0,112424952.0,3.15,24.28,23.52,24.0,24.1,0.61,2.56,151.14,1.79,4349510845.0,4349510845.0,-0.04,-0.04,-6.35,-0.59,2025-06-20 13:55:29
4660,301588,美新科技,18.41,-2.07,-0.39,14200.0,26310273.35,3.09,18.93,18.35,18.75,18.8,1.66,1.94,33.88,2.33,2188355351.0,1350542559.0,-0.05,-0.11,-2.7,-9.04,2025-06-20 13:55:29
4661,002294,信立泰,46.58,-2.08,-0.99,77875.0,364626276.74,3.64,47.98,46.25,47.66,47.57,0.84,0.7,64.8,6.21,51928154200.0,51916471983.0,0.09,0.04,56.94,53.07,2025-06-20 13:55:29
4662,000426,兴业银锡,15.07,-2.08,-0.32,368409.0,558974821.48,3.12,15.47,14.99,15.37,15.39,0.87,2.08,17.87,3.23,26758830587.0,26752346342.0,0.07,0.0,9.52,35.52,2025-06-20 13:55:29
4663,300221,银禧科技,7.99,-2.08,-0.17,98400.0,79401500.7,2.94,8.22,7.98,8.1,8.16,0.68,2.17,53.46,2.81,3831510098.0,3615470142.0,-0.13,-0.13,-1.6,36.82,2025-06-20 13:55:29
4664,300226,上海钢联,20.66,-2.09,-0.44,51357.0,106782777.85,2.84,21.17,20.57,21.1,21.1,0.83,1.68,31.74,3.23,6584784579.0,6329308018.0,0.05,0.05,-11.02,-9.66,2025-06-20 13:55:29
4665,002908,德生科技,9.35,-2.09,-0.2,127924.0,118949723.79,4.4,9.55,9.13,9.5,9.55,0.94,3.55,154.88,3.65,4033890023.0,3364678209.0,0.0,0.0,-1.58,7.35,2025-06-20 13:55:29
4666,301231,荣信文化,21.98,-2.09,-0.47,17627.0,38915928.03,2.9,22.48,21.83,22.38,22.45,0.85,3.27,1779.28,2.14,1855112000.0,1184722000.0,0.27,0.37,-9.73,22.25,2025-06-20 13:55:29
4667,601999,出版传媒,6.55,-2.09,-0.14,45269.0,29750997.0,2.69,6.69,6.51,6.68,6.69,1.01,0.82,129.49,1.38,3608491285.0,3608491285.0,0.0,0.0,-0.61,4.47,2025-06-20 13:55:29
4668,688186,广大特材,26.25,-2.09,-0.56,24887.0,65776858.0,2.98,26.88,26.08,26.8,26.81,0.48,1.12,19.69,1.74,5847752689.0,5847752689.0,0.08,0.15,12.47,75.12,2025-06-20 13:55:29
4669,000837,秦川机床,11.27,-2.09,-0.24,169719.0,192029765.6,3.04,11.53,11.18,11.46,11.51,1.2,1.68,104.56,2.35,11495465783.0,11353413068.0,-0.27,-0.18,-11.95,25.64,2025-06-20 13:55:29
4670,300817,双飞集团,21.52,-2.09,-0.46,44041.0,95447603.58,3.82,22.22,21.38,21.9,21.98,1.28,3.55,90.58,4.68,4697778125.0,2672969933.0,0.0,0.05,-28.22,57.43,2025-06-20 13:55:29
4671,300476,胜宏科技,114.65,-2.09,-2.45,363615.0,4098470147.08,6.31,117.39,110.0,117.3,117.1,1.24,4.25,26.86,10.23,98907252691.0,98049678945.0,0.1,0.34,35.1,174.35,2025-06-20 13:55:29
4672,603898,好莱客,10.31,-2.09,-0.22,19958.0,20755814.0,3.42,10.6,10.24,10.55,10.53,1.25,0.64,364.58,1.07,3209345391.0,3209345391.0,0.0,0.0,3.93,10.62,2025-06-20 13:55:29
4673,300657,弘信电子,25.75,-2.09,-0.55,179053.0,465290736.35,4.11,26.69,25.61,26.2,26.3,0.92,3.92,462.28,9.7,12575271442.0,11757558742.0,-0.04,-0.04,-31.97,13.64,2025-06-20 13:55:29
4674,301192,泰祥股份,21.02,-2.1,-0.45,12156.0,25846137.5,4.1,21.8,20.92,21.61,21.47,0.5,2.54,63.73,3.65,2099898000.0,1006201125.0,-0.24,-0.28,-1.08,22.49,2025-06-20 13:55:29
4675,600845,宝信软件,22.79,-2.1,-0.49,120397.0,276508882.0,2.49,23.34,22.76,23.25,23.28,1.35,0.56,36.95,6.38,65721889924.0,48627946474.0,0.04,-0.04,-23.47,-20.48,2025-06-20 13:55:29
4676,002512,达华智能,4.66,-2.1,-0.1,288207.0,134938062.68,3.36,4.78,4.62,4.72,4.76,0.89,2.79,-34.57,11.46,5345460519.0,4814351703.0,0.22,0.22,-18.39,-1.69,2025-06-20 13:55:29
4677,002074,国轩高科,25.94,-2.11,-0.56,520987.0,1373665848.32,3.28,26.8,25.93,26.3,26.5,1.31,3.02,116.25,1.81,46794031670.0,44773476251.0,-0.15,-0.27,15.19,22.24,2025-06-20 13:55:29
4678,301013,利和兴,15.79,-2.11,-0.34,59257.0,94600588.0,3.78,16.33,15.72,16.17,16.13,0.92,3.13,-189.3,4.46,3690802854.0,2988125464.0,0.06,-0.06,-23.83,34.96,2025-06-20 13:55:29
4679,603015,弘讯科技,12.08,-2.11,-0.26,103896.0,126122334.0,3.24,12.37,11.97,12.21,12.34,0.45,2.57,52.52,3.6,4882965520.0,4882965520.0,-0.08,-0.17,-5.18,24.28,2025-06-20 13:55:29
4680,300258,精锻科技,12.5,-2.11,-0.27,117152.0,147667975.93,2.82,12.84,12.48,12.69,12.77,1.05,2.26,41.4,1.59,6655093263.0,6465666950.0,0.0,-0.16,-18.41,40.92,2025-06-20 13:55:29
4681,300250,初灵信息,15.81,-2.11,-0.34,106301.0,167972675.12,2.85,16.06,15.6,15.99,16.15,1.55,6.74,29979.51,6.52,3384406843.0,2492838541.0,0.38,0.44,-7.65,12.13,2025-06-20 13:55:29
4682,688353,华盛锂电,25.0,-2.11,-0.54,39693.0,101471612.0,5.99,26.26,24.73,25.09,25.54,0.93,6.35,-23.14,1.17,3987500000.0,1562859825.0,-0.16,-0.32,11.36,6.93,2025-06-20 13:55:29
4683,300454,深信服,87.28,-2.12,-1.89,20875.0,183210407.13,2.14,88.94,87.03,88.94,89.17,0.6,0.75,-36.88,4.15,36821799428.0,24283778156.0,-0.05,-0.06,-16.41,52.21,2025-06-20 13:55:29
4684,600410,华胜天成,8.78,-2.12,-0.19,395513.0,348887408.0,3.34,9.0,8.7,8.98,8.97,1.1,3.61,16.25,2.12,9627223317.0,9627223317.0,0.0,0.0,-2.66,21.27,2025-06-20 13:55:29
4685,600588,用友网络,12.46,-2.12,-0.27,192499.0,241575054.0,2.67,12.78,12.44,12.69,12.73,1.04,0.56,-14.47,5.68,42575787716.0,42575787716.0,-0.08,-0.08,-21.19,16.12,2025-06-20 13:55:29
4686,688081,兴图新科,17.53,-2.12,-0.38,12067.0,21205649.0,3.57,18.0,17.36,18.0,17.91,1.17,1.17,-22.51,4.34,1806291200.0,1806291200.0,0.0,-0.06,-16.4,11.37,2025-06-20 13:55:29
4687,605580,恒盛能源,12.03,-2.12,-0.26,162029.0,195241239.0,7.49,12.6,11.68,12.6,12.29,5.69,5.79,19.0,3.68,3368400000.0,3368400000.0,0.25,0.17,5.25,11.08,2025-06-20 13:55:29
4688,002286,保龄宝,10.62,-2.12,-0.23,178397.0,191441387.0,4.06,10.98,10.54,10.8,10.85,1.02,4.83,19.5,1.88,3926929576.0,3924643621.0,0.0,-0.09,33.25,43.9,2025-06-20 13:55:29
4689,688297,中无人机,47.98,-2.12,-1.04,70810.0,338964495.0,1.88,48.42,47.5,48.1,49.02,0.39,2.61,480.65,5.68,32386500000.0,13032420825.0,0.06,0.17,9.27,19.12,2025-06-20 13:55:29
4690,836247,华密新材,18.92,-2.12,-0.41,24977.0,47443051.93,4.04,19.49,18.71,19.29,19.33,0.82,2.19,78.96,6.69,2980735621.0,2161329284.0,-0.11,-0.42,4.88,19.22,2025-06-20 13:55:29
4691,000608,*ST阳光,1.85,-2.12,-0.04,87167.0,16320537.85,2.65,1.9,1.85,1.89,1.89,0.97,1.17,-21.38,0.6,1387339622.0,1377805277.0,-0.54,-0.54,-17.41,-17.78,2025-06-20 13:55:29
4692,301279,金道科技,20.27,-2.12,-0.44,26337.0,53659180.6,3.43,20.82,20.11,20.82,20.71,0.46,7.1,44.85,2.02,2629808983.0,752300233.0,0.0,-0.1,6.63,31.97,2025-06-20 13:55:29
4693,837663,明阳科技,19.28,-2.13,-0.42,10552.0,20499149.34,3.86,19.92,19.16,19.61,19.7,0.85,1.67,32.52,7.21,2580747343.0,1219707497.0,-0.26,-0.26,3.21,78.68,2025-06-20 13:55:29
4694,600734,实达集团,3.67,-2.13,-0.08,335119.0,123635675.0,2.67,3.75,3.65,3.73,3.75,1.14,1.55,-101.79,21.13,7994372399.0,7958131208.0,0.0,0.27,-27.18,1.66,2025-06-20 13:55:29
4695,000096,广聚能源,13.8,-2.13,-0.3,72074.0,99349773.8,1.77,13.95,13.7,13.95,14.1,0.46,1.41,125.65,2.59,7286400000.0,7049702400.0,0.0,-0.07,-29.23,12.56,2025-06-20 13:55:29
4696,300100,双林股份,45.36,-2.14,-0.99,393955.0,1810038399.55,4.53,47.13,45.03,46.01,46.35,1.37,7.2,40.34,9.34,25722238182.0,24833143264.0,-0.18,-0.33,-3.3,130.84,2025-06-20 13:55:29
4697,300692,中环环保,6.4,-2.14,-0.14,48797.0,31301097.05,3.36,6.55,6.33,6.49,6.54,0.55,1.3,32.86,1.26,2716848947.0,2402134867.0,0.0,0.16,-5.6,13.07,2025-06-20 13:55:29
4698,603607,京华激光,24.29,-2.14,-0.53,65981.0,161562972.0,3.71,25.12,24.2,24.83,24.82,0.47,3.7,42.67,4.5,4336173072.0,4336173072.0,0.08,0.04,39.04,53.93,2025-06-20 13:55:29
4699,688553,汇宇制药-W,15.58,-2.14,-0.34,29860.0,46876739.0,3.27,16.05,15.53,15.91,15.92,0.64,0.87,-64.38,1.76,6599688000.0,5352348916.0,0.0,-0.06,1.23,5.7,2025-06-20 13:55:29
4700,688580,伟思医疗,42.37,-2.15,-0.93,9837.0,42169989.0,3.39,43.8,42.33,43.3,43.3,0.75,1.03,30.54,2.56,4057829473.0,4057829473.0,0.07,-0.19,25.65,56.29,2025-06-20 13:55:29
4701,300432,富临精工,11.85,-2.15,-0.26,244052.0,292087732.27,3.47,12.23,11.81,12.11,12.11,1.08,1.44,40.93,4.62,20260658868.0,20034764664.0,-0.08,-0.08,-22.14,8.62,2025-06-20 13:55:29
4702,600312,平高电气,14.58,-2.15,-0.32,135850.0,199901849.0,2.55,14.95,14.57,14.88,14.9,1.06,1.0,13.8,1.84,19783912685.0,19783912685.0,0.07,0.07,-11.21,-23.74,2025-06-20 13:55:29
4703,002443,金洲管道,6.34,-2.16,-0.14,218248.0,138563634.75,6.64,6.65,6.22,6.6,6.48,1.53,4.2,31.42,0.97,3300195197.0,3293164466.0,0.0,0.0,5.32,11.62,2025-06-20 13:55:29
4704,000525,红太阳,7.68,-2.17,-0.17,663401.0,511208716.81,5.48,7.98,7.55,7.74,7.85,0.57,6.7,85.18,3.45,9968849979.0,7603795791.0,0.39,0.39,27.36,28.64,2025-06-20 13:55:29
4705,000407,胜利股份,3.6,-2.17,-0.08,403293.0,144161998.76,3.53,3.65,3.52,3.63,3.68,1.0,4.61,28.86,1.06,3168304762.0,3152742289.0,-0.55,-0.55,4.35,5.26,2025-06-20 13:55:29
4706,300493,润欣科技,19.84,-2.17,-0.44,173080.0,345858351.0,3.6,20.48,19.75,20.38,20.28,0.59,3.45,200.2,9.16,10169488932.0,9939702052.0,0.0,0.1,-19.32,-29.47,2025-06-20 13:55:29
4707,301479,弘景光电,81.15,-2.17,-1.8,14157.0,116301062.47,3.94,84.17,80.9,82.88,82.95,0.7,7.12,52.12,6.43,7219536773.0,1613652413.0,0.0,0.25,-15.47,181.19,2025-06-20 13:55:29
4708,688230,芯导科技,48.92,-2.18,-1.09,7743.0,38366823.0,4.14,50.81,48.74,50.12,50.01,0.62,0.66,59.75,2.62,5752992000.0,5752992000.0,-0.1,-0.12,7.49,6.35,2025-06-20 13:55:29
4709,688071,华依科技,35.96,-2.18,-0.8,11328.0,41003549.0,2.69,36.87,35.88,36.82,36.76,0.94,1.34,257.78,2.81,3049038475.0,3049038475.0,-0.22,-0.33,-12.19,33.43,2025-06-20 13:55:29
4710,831856,浩淼科技,20.63,-2.18,-0.46,15633.0,32460508.95,4.13,21.35,20.48,21.2,21.09,0.94,2.97,54.41,4.25,1962462336.0,1084294171.0,-0.77,-0.77,0.39,173.61,2025-06-20 13:55:29
4711,601599,浙文影业,3.57,-2.19,-0.08,184013.0,66018586.0,2.74,3.65,3.55,3.63,3.65,0.6,1.59,26.44,2.67,4143136557.0,4143136557.0,-0.28,-0.28,-5.56,-0.28,2025-06-20 13:55:29
4712,600536,中国软件,44.65,-2.19,-1.0,111300.0,501640936.0,2.19,45.6,44.6,45.51,45.65,1.14,1.32,-117.68,18.95,37950825580.0,37669235712.0,0.07,0.04,0.9,-4.37,2025-06-20 13:55:29
4713,003038,鑫铂股份,18.72,-2.19,-0.42,41757.0,79655571.2,5.22,19.62,18.62,19.1,19.14,1.17,2.52,32.72,1.52,4561984721.0,3098120913.0,0.05,-0.11,-14.91,14.29,2025-06-20 13:55:29
4714,300563,神宇股份,37.96,-2.19,-0.85,96568.0,366566907.0,3.56,38.79,37.41,38.2,38.81,0.97,7.8,139.86,6.31,6778309407.0,4702307337.0,-0.08,-0.11,-8.86,-31.18,2025-06-20 13:55:29
4715,301536,星宸科技,56.78,-2.19,-1.27,37730.0,215823412.73,3.22,58.33,56.46,58.05,58.05,0.49,2.02,116.79,8.11,23907786800.0,10594487649.0,0.07,0.12,-17.57,-28.76,2025-06-20 13:55:29
